Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,MA50,MA200,EMA50,Momentum,RSI,MACD,Signal,MACD Singal Diff,Stoch,Stoch Signal,Upper_band,Lower_band
2005-06-03,142.859528,144.109848,138.187042,139.60672,139.60672,37705300,-0.023,-3.8057400000000143,16.738067364361513,136.59088142857144,123.6576911904762,109.33797496,89.391339225,105.29790290149927,135.11731,79.57019610899594,8.99185454582394,7.473398094873204,1.5184564509507368,80.36382197310782,88.43199841552264,145.09654284642966,102.21883953452276
2005-06-06,140.66774,146.326538,140.388794,144.926773,144.926773,45220600,0.03,5.3200530000000015,17.429914512862258,138.73498757142858,125.17486133333333,110.450704,89.86605981500001,106.08973052192196,140.462265,82.77138401780931,9.343698760375062,7.8474582279735765,1.4962405324014858,95.57824877404529,89.44397189089709,147.934378230325,102.41534443634166
2005-06-07,147.99527,149.235626,144.607971,146.012711,146.012711,48828200,-0.013,1.0859379999999987,18.050543423787225,141.1487972857143,126.71907333333333,111.56353284000001,90.32635952000001,106.88713716385669,140.41246,83.34505633478807,9.599506817241334,8.197867945827129,1.401638871414205,90.20736921130265,88.71647998615191,150.55088215466938,102.88726451199727
2005-06-08,145.87822,146.047577,138.480942,139.258026,139.258026,51594400,-0.045,-6.754684999999995,18.149801169708883,142.11375214285712,127.98907504761904,112.55969891999999,90.750170975,107.53346474426155,136.60672,68.14537045831725,9.151694875273407,8.388633331716385,0.763061543557022,67.3352963278497,84.37363810439922,151.49840249374896,104.47974760148912
2005-06-09,141.8284,143.711334,139.756165,142.620422,142.620422,33005300,0.006,3.3623959999999897,18.371619312705278,142.75705385714286,129.376968,113.61434582,91.20207712,108.23377117565992,141.926773,70.98228600345173,8.96477756603619,8.503862178580347,0.4609153874558434,77.84451347097443,78.4623930033756,152.72819735011663,106.02573864988338
2005-06-10,142.959152,143.103607,139.487167,140.722534,140.722534,25488200,-0.016,-1.8978879999999947,18.430694854001473,142.36566371428572,130.5917005714286,114.63043712000001,91.64167936,108.88199207577235,143.012711,67.33698083498298,8.564771200496637,8.516043982963605,0.04872721753303111,69.95428038879228,71.71136339587214,153.4981215433312,107.685279599526
2005-06-13,139.387543,141.564377,137.743698,140.847076,140.847076,25702300,0.01,0.12454199999999105,18.45047051009393,141.9991802857143,131.87332547619047,115.65370172000002,92.077147155,109.51954493383958,136.258026,67.45509361061201,8.163706644014127,8.44557651517371,-0.28186987115958395,65.60459854571273,71.13446413515982,153.85825510043915,109.8883958519418
2005-06-14,138.774841,140.094894,138.3564,138.655289,138.655289,20259300,-0.001,-2.1917869999999766,18.33974347355308,141.86326157142858,133.03824504761903,116.58082665999999,92.50603957999999,110.10046975780875,139.620422,63.12862017955076,7.581605175043336,8.272782247147637,-0.6911770721043009,56.61765875668042,64.0588458970618,153.6370452253696,112.43944486986844
2005-06-15,136.986542,138.132248,133.215668,136.886917,136.886917,41922600,-0.001,-1.7683719999999994,18.143348006388038,140.7147107142857,134.07602219047618,117.43990670000001,92.93640150000002,110.63437640993085,137.722534,59.796250234851755,6.898075999353466,7.997840997588804,-1.0997649982353375,39.961258078789946,54.0611717937277,153.00609412217068,115.14595025878168
2005-06-16,136.61792,138.630386,136.025146,138.201981,138.201981,25018100,0.012,1.3150639999999783,17.9779015355747,139.59889214285712,135.12708247619045,118.3188122,93.37244209499998,111.18367502434677,137.847076,61.42693136112687,6.38884228051549,7.676041254174142,-1.2871989736586515,45.091713573358035,47.22354346960947,152.23551565290342,118.01864929947747
2005-06-17,138.979065,139.626648,137.43486,139.626648,139.626648,20946900,0.005,1.4246669999999995,17.846868095002435,139.65155242857142,136.10294852380952,119.18098061999999,93.820886235,111.75023582306689,135.655289,63.169773424486884,6.030711323813165,7.3469752681019465,-1.3162639442887816,40.01870666577275,41.6905594393069,151.64607552830157,120.55982151931747
2005-06-20,137.52951,143.297882,135.357651,142.814697,142.814697,42206900,0.038,3.1880490000000066,17.82271585315083,139.679306,137.23015195238096,120.12394616,94.28213237999998,112.3688219355383,133.886917,66.78626806378045,5.9357156360969725,7.064723341700953,-1.1290077056039802,59.9191895509339,48.343203263354894,150.9318582394446,123.52844566531732
2005-06-21,143.497131,144.607971,141.952927,143.382568,143.382568,30377900,-0.001,0.5678709999999967,17.789731169634344,140.05931085714286,138.32675604761903,121.06651313999998,94.74995387999999,112.98620976865769,135.201981,67.40032146168788,5.838945582916523,6.819567789944068,-0.9806222070275448,63.463961640848225,54.46728595251829,149.87209415636755,126.78141793887049
2005-06-22,144.294144,145.614197,143.796021,144.109848,144.109848,21026400,-0.001,0.7272800000000075,17.75567660374563,140.52542114285714,139.12969895238098,122.01635307999999,95.21750143,113.60559997647131,136.626648,68.21091498230244,5.7546045374569985,6.606575139446654,-0.8519706019896551,68.00379876151987,63.79564998443399,149.74705695821316,128.5123409465488
2005-06-23,143.462265,146.854553,142.715073,144.314072,144.314072,28218100,0.006,0.20422400000001062,17.698534573495994,141.3338187142857,139.92932057142858,122.98053904,95.68427683,114.2165489011211,139.814697,68.4481639133032,5.639237205117411,6.413107552580806,-0.7738703474633954,69.27860859560315,66.91545633265707,149.3352084350812,130.52343270777595
2005-06-24,144.90686,148.443604,144.249313,148.069992,148.069992,35675500,0.022,3.7559200000000033,17.780300612599802,142.93140085714285,140.7936997142857,124.03458812,96.16980692000001,114.88987398718318,140.382568,72.5114084749767,5.784202432428373,6.28732652855032,-0.5031240961219474,92.72386357067863,76.66875697593389,149.65607013721078,131.93132929136064
2005-06-27,148.891922,151.666519,146.381332,151.482208,151.482208,35739200,0.017,3.412216000000001,17.988518794223886,144.82857614285714,141.8587551904762,125.22114069999999,96.66487629,115.6174691354311,141.109848,75.58728735415005,6.104061907587351,6.250673604357727,-0.14661169677037655,99.0010704655304,87.00118087727073,150.18658064599737,133.530929734955
2005-06-28,152.56813,154.047592,150.436127,150.436127,150.436127,38215600,-0.014,-1.0460810000000151,18.07871646895363,146.37278742857143,142.71269733333332,126.3671452,97.149310495,116.30960582850746,141.314072,72.89436290606346,6.201654044448787,6.24086969237594,-0.039215647927152375,82.66379524042038,91.46290975887648,150.68135310996357,134.74404155670308
