Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,EMA50,Momentum,RSI,MACD,Signal,Upper_band,Lower_band
1962-01-30,7.093333,7.133333,7.003334,7.003334,0.580332,736000,-0.013,-0.0899990000000006,0.17457435842163474,7.222857428571429,7.394761999999999,7.377621347542509,4.253334,24.52987192509312,-0.11785038282744509,-0.08093248568620465,7.734144061802917,7.055379938197081
1962-01-31,7.073333,7.226666,7.073333,7.226666,0.598839,760000,0.022,0.22333200000000009,0.1714159899908058,7.202857285714286,7.375714333333334,7.369240158573459,4.216667,39.68118124108608,-0.11253607664358345,-0.08725320387768042,7.705186083213248,7.046242583453419
1962-02-01,7.3,7.413333,7.3,7.393333,0.61265,640000,0.013,0.16666700000000034,0.1656961991498075,7.217142857142858,7.3614286190476195,7.370531442697694,4.093333,48.061288798740065,-0.09379461081128682,-0.08856148526440169,7.657368226251167,7.065489011844072
1962-02-02,7.393333,7.44,7.36,7.44,0.616517,507200,0.006,0.046667000000000236,0.16158021363747746,7.232380999999999,7.353015904761905,7.37413230431453,4.003334,50.149669886279725,-0.0743195180844296,-0.08571309182840728,7.627767369674398,7.078264439849411
1962-02-05,7.44,7.44,7.306667,7.346667,0.608783,312000,-0.013,-0.09333300000000033,0.156038066910912,7.2457142857142856,7.347301619047618,7.372753103404474,4.226666,46.152743659575805,-0.06565967599832323,-0.08170240866239047,7.617071839870803,7.0775313982244334
1962-02-06,7.346667,7.36,7.32,7.353333,0.609418,256000,0.001,0.006666000000000061,0.15079137064070078,7.265238000000001,7.34857142857143,7.371806863991562,4.393333,46.48082552585806,-0.057594880335439136,-0.0768809029970002,7.618184703291774,7.078958153851085
1962-02-07,7.36,7.4,7.36,7.36,0.60997,251200,0.0,0.0066670000000002005,0.1458326851053959,7.303333285714286,7.3460317619047615,7.371247854285476,4.44,46.829754586306684,-0.0500881158663935,-0.07152234557087886,7.614083134815182,7.077980388994341
1962-02-08,7.36,7.4,7.36,7.366667,0.610523,16000,0.001,0.006666999999999312,0.14115451862488504,7.355238,7.34317461904762,7.371036822090679,4.346667,47.200471552530665,-0.04310410249758245,-0.06583869695621958,7.608885001025046,7.077464237070194
1962-02-09,7.366667,7.42,7.333333,7.42,0.614944,432000,0.007,0.0533330000000003,0.13759440592346453,7.3828571428571435,7.3390476190476175,7.373234325766799,4.353333,50.192194981912415,-0.0328865979778854,-0.05924827716055275,7.596661571027299,7.081433667067936
1962-02-12,7.42,7.48,7.413333,7.426667,0.615496,280000,0.001,0.0066670000000002005,0.13430781014611853,7.387619142857142,7.334603190476191,7.375573310818213,4.36,50.569252583644015,-0.02397481411797564,-0.05219358455203733,7.582128268465163,7.087078112487219
1962-02-13,7.426667,7.433333,7.306667,7.306667,0.60555,256000,-0.016,-0.1200000000000001,0.13090215219533974,7.368571571428572,7.32285719047619,7.372628150570843,4.366667,44.098307768952026,-0.02629207959390989,-0.04701328356041184,7.549300862719525,7.096413518232856
1962-02-14,7.306667,7.333333,7.28,7.293334,0.604446,208000,-0.002,-0.013333000000000261,0.12794466197494753,7.36095257142857,7.314285809523809,7.369315629086579,4.42,43.433287050236196,-0.028871577279113048,-0.04338494230415208,7.53018833059257,7.0983832884550475
1962-02-15,7.293334,7.293334,7.26,7.266667,0.602235,227200,-0.004,-0.026666999999999774,0.12594057813072962,7.348571714285714,7.3101588571428575,7.365120467060864,4.426667,42.06686651434376,-0.03269081247658967,-0.0412461163386396,7.526239719090679,7.094077995195036
1962-02-16,7.266667,7.293334,7.26,7.26,0.601684,219200,-0.001,-0.0066670000000002005,0.12411165799058776,7.334286,7.304762047619048,7.360913723970662,4.306667,41.71353719387891,-0.03584238634952275,-0.040165370340816235,7.519875039560933,7.089649055677162
