Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,MA50,MA200,EMA50,Momentum,RSI,MACD,Signal,MACD Singal Diff,Stoch,Stoch Signal,Upper_band,Lower_band
2008-05-30,68.379997,69.620003,68.25,68.669998,57.045788,2063500,0.004,0.009994000000006054,7.915998108255423,66.72571457142858,67.10190528571428,59.218400200000005,74.121799865,64.42793052062311,63.75,59.867107948512746,1.9416790697680568,2.314972745144731,-0.373293675376674,62.444898139890405,58.66373157186536,71.65242039782274,62.551390173605824
2008-06-02,68.139999,69.0,65.849998,66.389999,55.151737,823400,-0.026,-2.2799990000000037,7.760582811335759,66.86857171428572,66.918572,59.64380020000001,74.16519986499999,64.46713476771039,64.650002,53.16432034778522,1.7338022898268264,2.19873865408115,-0.46493636425432383,35.19360984273019,53.32444668915313,71.2426740024314,62.594469997568595
2008-06-03,66.370003,67.410004,64.959999,65.650002,54.537006,1135700,-0.011,-0.7399970000000025,7.595891112214882,66.96142914285714,66.77047676190476,60.001600280000005,74.20849986500001,64.49076091426207,65.660004,51.16217251005389,1.4921463364275525,2.057420190550431,-0.5652738541228786,26.765400877425698,41.46796962001543,71.04241121474178,62.49854230906774
2008-06-04,65.260002,68.5,65.260002,67.370003,55.965851,1399300,0.032,1.7200009999999963,7.464082970945368,67.30571542857142,66.76047680952381,60.3474003,74.267599885,64.54824878801476,65.669998,55.36936485239433,1.423018289332063,1.9305398103067575,-0.5075215209746944,46.35538279428834,36.10479783814807,71.02542980963368,62.49552380941393
2008-06-05,67.919998,70.0,67.160004,69.93,58.092499,1387300,0.03,2.55999700000001,7.407758457929452,67.76000114285713,66.88142923809524,60.75380028000001,74.330599875,64.65566405798158,63.389999,60.784280095201936,1.5568576907321159,1.8558033863918293,-0.2989456956597134,77.09300799081123,50.07126388750842,71.36007814692638,62.40278032926409
2008-06-06,68.980003,68.980003,67.389999,67.889999,56.397823,1632900,-0.016,-2.0400010000000037,7.2829204542473835,67.79428642857144,67.07809595238095,61.18400024,74.34009988,64.72019601688429,62.650002,55.05224026277905,1.4812405301112648,1.7808908151357166,-0.2996502850244518,55.0359712230216,59.49478733604039,71.33845101990003,62.81774088486186
2008-06-09,67.559998,67.559998,60.0,65.839996,54.694839,7219700,-0.025,-2.050003000000004,7.12375902581505,67.39142814285715,67.16381,61.61020018,74.33504987,64.74253075191554,64.370003,49.95424826122129,1.2415830791392608,1.6730292679364256,-0.4314461887971648,58.399959999999986,63.50964640461094,71.23570666376585,63.09191333623415
2008-06-10,65.0,66.5,63.66,65.830002,54.686535,2131800,0.013,-0.009994000000006054,6.9675908513346645,66.98571442857143,67.24857185714285,62.07040022,74.31319989500001,64.76421336423978,66.93,49.9299734969871,1.0388709328889405,1.5461976009269285,-0.507326668037988,58.300019999999925,57.2453170743405,71.11726894863503,63.37987476565067
2008-06-11,66.239998,66.489998,64.940002,65.279999,54.229633,1557500,-0.014,-0.5500029999999896,6.810183421394372,66.82714299999999,67.2719050952381,62.4610002,74.283099875,64.77449398785184,64.889999,48.53224327634216,0.8243370071043472,1.4018254821624123,-0.5774884750580651,52.79999000000004,56.499989999999976,71.08381698096913,63.45999320950707
2008-06-12,64.779999,65.849998,64.580002,65.290001,54.237942,1403800,0.008,0.010002000000000066,6.656265375887788,66.77571428571429,67.23095266666667,62.89320022000001,74.248049865,64.78476572860355,62.839996,48.560444353921135,0.6476585979328888,1.2509921053165076,-0.6033335073836188,52.900010000000044,54.666673333333335,71.11135005046592,63.35055528286742
2008-06-13,65.290001,66.599998,64.639999,66.5,55.243118,1277900,0.019,1.2099989999999963,6.517745972800606,66.65142814285714,67.2395240952381,63.263800200000006,74.23164987,64.81893179484516,62.83000199999999,51.987842300848214,0.5983787548733943,1.120469435227885,-0.5220906803544907,65.0,56.90000000000001,71.1122578445123,63.366790345963885
2008-06-16,66.0,67.5,65.599998,67.470001,56.04892,1742300,0.022,0.9700009999999963,6.397957721173319,66.29999971428572,67.02000023809525,63.60340018,74.22799989,64.87172249300563,62.279999000000004,54.59940650956627,0.6303290572641203,1.022441359635132,-0.3921123023710118,74.70000999999996,64.20000666666665,70.20123338013387,63.83876709605662
2008-06-17,67.839996,67.839996,66.029999,67.0,55.658482,1244400,-0.012,-0.47000099999999634,6.270212966065382,66.17285700000001,66.89619080952382,63.93160018,74.220699895,64.91408992051952,62.290001000000004,53.092474241830104,0.610685151077206,0.9400901179235469,-0.3294049668463409,70.0,69.90000333333332,69.84994532916312,63.94243628988452
2008-06-18,66.5,66.559998,64.760002,66.190002,54.985596,1202100,-0.005,-0.8099979999999931,6.133349182163494,66.22285785714286,66.74809552380951,64.19000022,74.20719991,64.93948179283814,63.5,50.5053740377319,0.5237200262746171,0.856816099593761,-0.3330960733191439,61.90002000000006,68.86667666666666,69.50066312197656,63.99552792564246
2008-06-19,65.919998,66.5,64.690002,65.720001,54.595154,549300,-0.003,-0.47000100000001055,5.995231648913113,66.20714342857143,66.63952414285714,64.45240027999999,74.19854993000001,64.95501032092376,64.470001,49.012955298130755,0.41212368033212954,0.7678776157414349,-0.35575393540930533,57.20000999999996,63.033343333333335,69.3644209410782,63.914627344636095
2008-06-20,65.720001,65.720001,63.119999,63.860001,53.050007,1269100,-0.028,-1.8599999999999994,5.861289597266141,66.00428657142858,66.56666709523809,64.65140029999999,74.19679994,64.93323122911629,64.0,43.530830695979056,0.17161801122811937,0.6486256948387719,-0.4770076836106525,38.60000999999997,52.56667999999999,69.50531567874309,63.62801851173309
2008-06-23,62.52,64.239998,61.5,63.560001,52.800793,863200,0.017,-0.29999999999999716,5.732763311269197,65.75714371428572,66.49809571428571,64.87260032,74.16564994000001,64.9059261752276,63.19000200000001,42.70122572057612,-0.04269974104686014,0.5103606076616455,-0.5530603487085056,35.60001,43.800009999999965,69.64976606467555,63.346425363895875
2008-06-24,62.689999,62.82,60.919998,60.950001,50.632603,1041200,-0.028,-2.6099999999999994,5.658557311913799,64.9642867142857,66.30714342857144,65.05460038,74.12289994500001,64.8272889980139,62.720000999999996,36.231768291515465,-0.41833103139282457,0.3246222798507515,-0.742953311243576,9.500010000000003,27.90000999999998,70.23944619311057,62.37484066403231
