Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,MA50,MA200,EMA50,Momentum,RSI,MACD,Signal,MACD Singal Diff,Stoch,Stoch Signal,Upper_band,Lower_band
2003-03-10,1.141429,1.164286,1.122143,1.123571,1.123571,3424400,-0.016,-0.025714999999999932,0.1553146905879176,1.160102,1.0608163333333334,0.9303143,0.87277502,0.8939307407210445,-1.846429,58.98493098908777,0.06868142990145665,0.06917652447626187,-0.0004950945748052188,60.16253684965344,69.07967531988575,1.2638304724245186,0.857802194242148
2003-03-11,1.123571,1.125,1.071429,1.107143,1.107143,5531400,-0.015,-0.01642800000000011,0.15383805943254086,1.1436734285714285,1.0721088571428572,0.93852858,0.8723285900000001,0.8981909519127885,-1.835714,56.87731512814256,0.06282032702764861,0.06790528498653922,-0.005084957958890607,53.92968118647346,61.337046437835234,1.2560278868045975,0.8881898274811169
2003-03-12,1.103571,1.107857,1.064286,1.075714,1.075714,5751200,-0.025,-0.03142899999999993,0.15131905462495993,1.1344897142857142,1.0809183809523808,0.94622858,0.87165716,0.9017367307085116,-1.850714,52.97726266399367,0.05500523700369486,0.06532527538997035,-0.010320038386275487,42.00537995454737,52.03253266355811,1.2449977448656786,0.9168390170390831
2003-03-13,1.097143,1.183571,1.089286,1.160714,1.160714,7560000,0.058,0.08499999999999996,0.15184465442202952,1.1334692857142856,1.0920408095238097,0.9551714399999999,0.871675015,0.9069075541816728,-1.876429,60.804982458839206,0.05503608969713625,0.06326743825140353,-0.008231348554267284,74.25475488578029,56.72993867560039,1.243522019301952,0.9405595997456674
2003-03-14,1.185714,1.210714,1.170714,1.182143,1.182143,6129200,-0.003,0.02142899999999992,0.15304046098737553,1.137551,1.1031632857142857,0.96308572,0.8720678749999999,0.9124010243463976,-1.892857,62.49982113341281,0.05614250602735815,0.061842451806594465,-0.005699945779236312,82.38501200814956,66.21504894949243,1.24435089427417,0.9619756771544015
2003-03-17,1.184286,1.292143,1.118571,1.285714,1.285714,16616600,0.086,0.10357100000000008,0.16027104154769778,1.154897857142857,1.1194217619047617,0.97244286,0.8731393,0.9198494234870547,-1.924286,69.38936913942888,0.06463162986411475,0.06240028741809853,0.0022313424460162212,97.74984774984775,84.79653821459254,1.2623912526472412,0.9764522711622823
2003-03-18,1.321429,1.37,1.290714,1.339286,1.339286,21091000,0.014,0.05357199999999995,0.17007296330729404,1.1820407142857141,1.1347619047619049,0.98377144,0.8744535849999999,0.9282152075021276,-1.839286,72.23120386986554,0.07481965988021622,0.06488416191052207,0.009935497969694146,90.24952380952377,90.12812785584038,1.2991632398123354,0.9703605697114743
2003-03-19,1.363571,1.398571,1.335714,1.374286,1.374286,16062200,0.008,0.03499999999999992,0.18059174573136275,1.217857142857143,1.1503401428571427,0.99540002,0.8756821600000001,0.9371092174172744,-1.817857,73.93382754931662,0.08474111177453825,0.06885555188332532,0.01588555989121293,92.73524088726681,93.57820414887946,1.3399383511897014,0.9607419345245841
2003-03-20,1.389286,1.406429,1.329286,1.345,1.345,14603400,-0.032,-0.029285999999999923,0.1868000861670223,1.2518367142857143,1.162891142857143,1.0066286,0.876817875,0.945239284095814,-1.714286,70.0628038724613,0.08921241326696117,0.07292692416005249,0.016285489106908677,82.04581125435855,88.34352531704974,1.367621715936291,0.958160569777995
2003-03-21,1.365,1.400714,1.307857,1.325,1.325,8150800,-0.029,-0.020000000000000018,0.1904236897758318,1.287449,1.1736734761904761,1.0168286,0.8777071599999999,0.9528062104993839,-1.660714,67.46494572229385,0.090103462433196,0.0763622318146812,0.013741230618514802,76.20030221281745,83.66045145148095,1.3878107245146518,0.9595362278663004
